 stabbr, psuid, wt_nrdad, lolv, lnlv, hhmn, lolvnliv, r_type, grnd_cn, singmult, r_res3, lowflor, bldg_age, r_basemt, basentr, gaswthtr, tight, ventfreq
CT    ,             1,   12858.421,       0.457,       1.449,       0.310, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  2    ,  1    
CT    ,             1,   14434.346,       0.073,       0.073,       0.073, 2     , 77    , 2     , 1     , 1     ,  2    , 94    ,  1    ,  2    ,  1    ,  3    ,  5    
CT    ,             1,   11254.251,       0.399,       0.396,       0.399, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  3    
CT    ,             1,   11254.251,       0.319,       0.319,       0.238, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    , 98    ,  1    ,  1    ,  3    
CT    ,             1,   11254.251,       0.344,       0.344,       0.268, 2     ,  3    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  2    
CT    ,             1,   11254.251,       0.513,       0.513,       0.477, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
CT    ,             2,   13743.169,       0.367,       0.367,       0.418, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  2    , 77    ,  2    ,  2    ,  2    
CT    ,             2,   12579.273,       2.191,       2.191,       1.144, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  3    ,  1    
CT    ,             2,   10715.351,       0.232,       3.166,       0.321, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
CT    ,             2,   12579.273,       1.158,       1.158,       0.541, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  2    ,  2    
CT    ,             2,   13743.169,       0.509,       0.509,       0.509, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  2    ,  1    
CT    ,             2,   12858.421,       2.927,       2.927,       1.553, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
CT    ,             2,   15095.128,       0.155,       0.155,       0.155, 2     , 77    , 2     , 1     , 1     ,  3    ,  3    ,  2    , 77    ,  2    ,  1    ,  5    
CT    ,             2,   15095.128,       0.687,       0.687,       0.406, 2     , 77    , 1     , 1     , 1     ,  1    ,  2    ,  1    ,  2    ,  1    ,  1    ,  4    
CT    ,             2,   12858.421,       1.452,       1.452,       1.041, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  2    
CT    ,             2,   12858.421,       0.488,       0.488,       0.273, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  2    
CT    ,             2,   12858.421,       3.380,       3.380,       2.213, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  4    
CT    ,             2,   12858.421,       3.183,       3.183,       2.488, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  4    
CT    ,             2,   12858.421,       3.865,       3.865,       3.111, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  3    
CT    ,             2,   12858.421,       3.036,       3.036,       1.187, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  1    
CT    ,             2,   12858.421,       1.489,       1.489,       0.887, 2     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
CT    ,             2,   12858.421,       2.173,       2.173,       1.269, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
CT    ,             2,   12858.421,       5.999,       5.999,       2.569, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  5    
CT    ,             2,   12858.421,       3.523,       3.523,       1.577, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  5    
CT    ,             2,   12858.421,       0.804,       0.804,       0.497, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  1    
CT    ,             2,   12858.421,       0.972,       1.904,       0.972, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  3    ,  3    
CT    ,             2,   12858.421,       1.278,       1.278,       0.887, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  2    
CT    ,             2,   12858.421,       0.523,       1.534,       0.523, 1     ,  2    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  2    ,  1    ,  2    
CT    ,             2,   12858.421,       0.414,       1.215,       0.394, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  1    
CT    ,             2,   12858.421,       0.814,       1.061,       0.653, 1     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  3    ,  2    
CT    ,             2,   12858.421,       0.378,       0.378,       0.774, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  2    ,  4    
CT    ,             2,   11321.308,       0.726,       0.726,       0.457, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  5    
CT    ,             2,   11321.308,       0.630,       0.630,       0.518, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  4    
CT    ,             2,   11702.202,       1.646,       1.646,       1.646, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  4    
CT    ,             2,   11321.308,       6.083,       6.083,       5.523, 2     ,  3    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  5    
CT    ,             2,   11321.308,       0.592,       0.592,       0.475, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  2    ,  2    ,  1    ,  1    
CT    ,             2,   13290.636,       3.192,       3.192,       1.658, 2     , 77    , 1     , 1     , 1     ,  1    ,  2    ,  1    ,  1    ,  1    ,  1    ,  1    
CT    ,             2,   13290.636,       3.165,       3.165,       1.685, 2     , 77    , 1     , 1     , 1     ,  1    ,  2    ,  1    ,  1    ,  1    ,  1    ,  3    
CT    ,             2,   13290.636,       7.037,       7.037,       3.652, 2     , 77    , 1     , 1     , 1     ,  1    ,  2    ,  1    ,  1    ,  1    ,  2    ,  2    
CT    ,             2,   13290.636,       1.215,       1.215,       0.851, 2     , 77    , 1     , 1     , 1     ,  1    ,  2    ,  1    ,  1    ,  2    ,  1    ,  4    
CT    ,             2,   11321.308,       0.306,       0.306,       0.236, 2     ,  3    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  4    
CT    ,             2,   11321.308,       4.468,       4.468,       2.848, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  3    
CT    ,             2,   11321.308,       0.760,       1.379,       0.713, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  2    
CT    ,             2,   11321.308,       0.676,       0.676,       0.527, 2     ,  3    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  4    
CT    ,             2,   12858.421,       1.600,       1.600,       1.185, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  3    ,  2    
CT    ,             2,   12858.421,       5.249,       5.249,       2.450, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  3    
CT    ,             2,   12858.421,       0.699,       3.661,       0.747, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  4    
CT    ,             2,   12858.421,       1.402,       1.402,       1.141, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  3    
CT    ,             2,   12858.421,       0.316,       0.316,       0.299, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  4    
CT    ,             2,   12858.421,       0.443,       0.443,       0.356, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  2    ,  2    
CT    ,             2,   12858.421,       0.467,       0.467,       0.350, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  2    
CT    ,             2,   12858.421,       0.728,       0.728,       0.572, 2     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  3    ,  1    
CT    ,             2,   12858.421,       0.735,       0.735,       0.486, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  4    
CT    ,             2,   16491.803,       0.000,       0.000,       0.000, 2     , 77    , 2     , 1     , 1     ,  4    ,  6    ,  2    , 77    ,  2    ,  2    ,  3    
CT    ,             2,   12858.421,       3.349,       3.349,       1.568, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  3    
CT    ,             2,   15095.128,       1.953,       1.953,       0.946, 2     , 77    , 1     , 1     , 1     ,  1    ,  5    ,  1    ,  1    ,  1    ,  3    ,  4    
CT    ,             2,   17423.707,       0.048,       0.048,       0.012, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  1    ,  2    ,  2    ,  2    ,  2    
CT    ,             2,   17423.707,      -0.029,      -0.029,      -0.014, 2     , 77    , 2     , 1     , 1     ,  2    ,  5    ,  1    ,  2    ,  2    ,  2    ,  3    
ME    ,             3,    5919.817,       0.243,       0.243,       0.243, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  1    ,  2    ,  2    ,  2    ,  2    
ME    ,             3,    5665.921,       0.668,       1.818,       0.705, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  2    
ME    ,             3,    5919.817,       0.505,       0.505,       0.505, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  1    ,  2    ,  2    ,  3    ,  2    
ME    ,             3,    7103.781,       0.150,       0.150,       0.150, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  1    ,  2    
ME    ,             3,    7103.781,       0.491,       0.491,       0.491, 2     , 77    , 2     , 1     , 1     ,  4    ,  6    ,  1    ,  2    ,  2    ,  2    ,  5    
ME    ,             3,    6263.049,       0.587,       1.517,       0.424, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  2    ,  4    
ME    ,             3,    6263.049,       0.492,       0.492,       0.492, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  2    ,  5    
ME    ,             3,    6263.049,       0.305,       0.305,       0.305, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    , 98    ,  1    ,  3    
ME    ,             3,    6263.049,      -0.062,       1.058,      -0.062, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
ME    ,             3,    7622.566,       0.364,       0.364,       0.364, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  1    ,  2    ,  2    ,  2    ,  4    
ME    ,             3,    6720.436,       1.415,       1.415,       1.207, 2     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  2    ,  2    
ME    ,             3,    6720.436,       0.989,       4.984,       0.854, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  2    ,  2    
ME    ,             3,    7295.640,       0.778,       3.348,       0.657, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  4    
ME    ,             3,    7295.640,       0.898,       6.458,       0.954, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  4    
ME    ,             3,    6799.105,       7.511,       7.511,       6.241, 2     ,  3    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  1    
ME    ,             3,    6799.105,       3.994,      13.756,       3.994, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  2    
ME    ,             3,    6799.105,       1.234,       5.229,       1.234, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  2    
ME    ,             3,    6799.105,       2.813,       8.204,       2.874, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  2    
ME    ,             3,    6799.105,       6.207,      11.044,       6.207, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  2    ,  2    
ME    ,             3,    6799.105,       3.534,      10.969,       3.534, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  3    ,  1    
ME    ,             3,    5665.921,       4.410,       4.410,       2.179, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  2    ,  2    
ME    ,             3,    5665.921,       0.219,       0.447,       0.178, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  3    
ME    ,             3,    5665.921,       0.798,      10.773,       1.183, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    , 94    
ME    ,             3,    5665.921,       4.401,       4.401,       3.002, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  2    
ME    ,             3,    5665.921,       0.779,       0.779,       0.522, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  2    ,  2    ,  2    ,  3    
ME    ,             3,    5665.921,       2.143,       2.143,       1.306, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  2    
ME    ,             3,    5665.921,       0.124,       0.439,       0.165, 1     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  2    
ME    ,             3,    5919.817,       1.661,       1.661,       1.661, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  1    ,  2    ,  2    ,  1    ,  2    
ME    ,             3,    5665.921,       0.328,       1.986,       0.328, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  1    
ME    ,             3,    6799.105,       0.315,       3.231,       0.328, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  4    
ME    ,             3,    6799.105,       0.383,       4.738,       0.383, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  3    
ME    ,             3,    6799.105,       0.140,       2.246,       0.133, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  1    
ME    ,             3,    6799.105,       0.889,       4.540,       0.889, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  2    
ME    ,             3,    6799.105,       0.355,       1.976,       0.396, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  4    
ME    ,             3,    6799.105,       1.650,       1.650,       1.119, 2     ,  3    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  2    ,  3    
ME    ,             3,    6799.105,       1.143,       5.913,       1.106, 1     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  2    ,  5    
ME    ,             3,    6799.105,       2.839,       8.760,       2.861, 1     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  2    ,  1    ,  2    
ME    ,             3,    6799.105,       4.354,      50.542,       4.075, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  4    
ME    ,             3,    6263.049,       0.768,       3.266,       0.768, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  3    ,  3    
ME    ,             3,    6799.105,       1.617,       4.142,       1.682, 1     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  2    ,  1    ,  2    
ME    ,             3,    6799.105,       3.006,       7.215,       3.027, 1     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  2    ,  1    ,  2    
NH    ,             7,    5813.101,       1.534,       1.534,       1.091, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  2    ,  1    ,  2    
